OID,EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,ARPT_NAME,CITY,COUNTRY_CODE,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,RWY_ID,LAT1_DECIMAL,LONG1_DECIMAL,LAT2_DECIMAL,LONG2_DECIMAL,RWY_LEN,RWY_WIDTH,SURFACE_TYPE_CODE,COND,TREATMENT_CODE,PCN,PAVEMENT_TYPE_CODE,SUBGRADE_STRENGTH_CODE,TIRE_PRES_CODE,DTRM_METHOD_CODE,RWY_LGT_CODE,RWY_LEN_SOURCE,LENGTH_SOURCE_DATE,GROSS_WT_SW,GROSS_WT_DW,GROSS_WT_DTW,GROSS_WT_DDTW,Shape__Area,Shape__Length
767,7/11/2024 12:00:00 AM,02314.,A,CA,SCK,STOCKTON METRO,STOCKTON,US,PU,PU,11L/29R,37.90234225,-121.25088902,37.88517777,-121.22274444,10249,150,ASPH,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,12/17/2015 12:00:00 AM,40,150,360,650,1.46287584357196E-05,0.0668414523736841
768,7/11/2024 12:00:00 AM,02314.,A,CA,SCK,STOCKTON METRO,STOCKTON,US,PU,PU,11R/29L,37.89963097,-121.24928363,37.89218225,-121.2370685,4448,75,ASPH,GOOD,NONE,,,,,,,3RD PARTY SURVEY,12/17/2015 12:00:00 AM,12.5,,,,3.17444346364937E-06,0.0290692182485843
769,7/11/2024 12:00:00 AM,02315.5,A,CA,CN95,HERITAGE FLD,STOCKTON,US,PR,PR,13/31,37.99625833,-121.4955,37.99035277,-121.48908055,2837,50,ASPH,,NONE,,,,,,,ADO,10/27/2016 12:00:00 AM,,,,,1.35153686642298E-06,0.0177635629742024
770,7/11/2024 12:00:00 AM,02321.,A,CA,1Q1,ECKERT FLD,STRATHMORE,US,PR,PU,13/31,36.1648,-119.05227777,36.15999166,-119.049,2000,50,ASPH,GOOD,NONE,,,,,,,,,,,,,9.30547685129568E-07,0.0119634294377747
771,7/11/2024 12:00:00 AM,02332.,A,CA,SVE,SUSANVILLE MUNI,SUSANVILLE,US,PU,PU,07/25,40.37453772,-120.57821116,40.37459016,-120.57039038,2180,60,DIRT,FAIR,NONE,,,,,,,3RD PARTY SURVEY,4/23/2010 12:00:00 AM,,,,,1.28809688249021E-06,0.0159713125466997
772,7/11/2024 12:00:00 AM,02332.,A,CA,SVE,SUSANVILLE MUNI,SUSANVILLE,US,PU,PU,11/29,40.379792,-120.57748477,40.37279852,-120.566184,4051,75,ASPH,GOOD,GRVD,,,,,,MED,3RD PARTY SURVEY,4/23/2010 12:00:00 AM,15,,,,2.99272642223514E-06,0.027045379327438
773,7/11/2024 12:00:00 AM,02332.1,A,CA,1Q2,SPAULDING,SUSANVILLE,US,PU,PU,16/34,40.65661277,-120.76841083,40.64399805,-120.76860694,4600,50,ASPH,FAIR,NONE,,,,,,MED,,,12.5,,,,2.27318241741159E-06,0.025592852243549
774,7/11/2024 12:00:00 AM,02338.,A,CA,L17,TAFT-KERN COUNTY,TAFT,US,PU,PU,07/25,35.14083719,-119.44324708,35.14247894,-119.43243352,3283,60,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,4/13/2010 12:00:00 AM,4,,,,1.81271479959833E-06,0.0222072519556971
775,7/11/2024 12:00:00 AM,02341.,A,CA,TSP,TEHACHAPI MUNI,TEHACHAPI,US,PU,PU,11/29,35.13813055,-118.444875,35.13185833,-118.433725,4040,75,ASPH,GOOD,NONE,,,,,,HIGH,OWNER,3/20/2013 12:00:00 AM,,,,,2.78451898338972E-06,0.026028851241068
776,7/11/2024 12:00:00 AM,02356.1,A,CA,TOA,ZAMPERINI FLD,TORRANCE,US,PU,PU,11L/29R,33.80805925,-118.3456685,33.79951219,-118.33277766,5001,150,ASPH-CONC,FAIR,NONE,,,,,,MED,NGS,1/27/2009 12:00:00 AM,30,50,90,,6.78552146382572E-06,0.0318248976591404
777,7/11/2024 12:00:00 AM,02356.1,A,CA,TOA,ZAMPERINI FLD,TORRANCE,US,PU,PU,11R/29L,33.80527447,-118.34411502,33.80014816,-118.3363823,3000,75,ASPH-CONC,FAIR,NONE,,,,,,MED,NGS,1/27/2009 12:00:00 AM,28,,,,2.0350594240881E-06,0.0190007233468822
778,7/11/2024 12:00:00 AM,02358.,A,CA,1Q4,NEW JERUSALEM,TRACY,US,PU,PU,12/30,37.68145555,-121.30516944,37.67410555,-121.29721111,3530,60,ASPH,FAIR,NONE,,,,,,,OWNER,6/20/2003 12:00:00 AM,,,,,2.01029752133763E-06,0.022047088737471
779,7/11/2024 12:00:00 AM,02358.02,A,CA,CA74,SKYDIVE CALIFORNIA,TRACY,US,PR,PR,12/30,37.73331388,-121.33813055,37.72933888,-121.33304722,2063,30,ASPH,,NONE,,,,,,,OWNER,8/23/2014 12:00:00 AM,,,,,5.87706381338648E-07,0.0130929527799938
780,7/11/2024 12:00:00 AM,02359.,A,CA,TCY,TRACY MUNI,TRACY,US,PU,PU,08/26,37.69048466,-121.44827816,37.69055122,-121.43639916,3438,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,4/25/2020 12:00:00 AM,50,70,120,,2.44670127358404E-06,0.0241703051495466
781,7/11/2024 12:00:00 AM,02359.,A,CA,TCY,TRACY MUNI,TRACY,US,PU,PU,12/30,37.69114341,-121.44609338,37.6838585,-121.43574408,4001,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,4/25/2020 12:00:00 AM,50,70,120,,2.84752195511828E-06,0.0257740274354386
782,7/11/2024 12:00:00 AM,02362.1,A,CA,O86,TRINITY CENTER,TRINITY CENTER,US,PU,PU,14/32,40.98693611,-122.69556666,40.978575,-122.69186944,3215,50,ASPH,FAIR,NONE,,,,,,,,,10,,,,1.59686851475271E-06,0.0186384705459064
783,7/11/2024 12:00:00 AM,02363.,A,CA,L72,TRONA,TRONA,US,PU,PU,17/35,35.82067416,-117.32537483,35.8046385,-117.32845966,5910,60,ASPH,FAIR,NONE,,,,,,LOW,3RD PARTY SURVEY,4/18/2010 12:00:00 AM,,,,,3.2844709494384E-06,0.0330624421669527
784,7/11/2024 12:00:00 AM,02366.,A,CA,TRK,TRUCKEE-TAHOE,TRUCKEE,US,PU,PU,02/20,39.31452077,-120.13998872,39.32558519,-120.13176755,4654,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,9/26/2017 12:00:00 AM,35,50,,,3.38651625497732E-06,0.0280719735893522
785,7/11/2024 12:00:00 AM,02366.,A,CA,TRK,TRUCKEE-TAHOE,TRUCKEE,US,PU,PU,11/29,39.32484775,-120.15274247,39.31524269,-120.13131708,7001,100,ASPH,GOOD,GRVD,,,,,,MED,3RD PARTY SURVEY,9/26/2017 12:00:00 AM,50,80,,,6.79157756167115E-06,0.0475522245496275
786,7/11/2024 12:00:00 AM,02371.,A,CA,TLR,MEFFORD FLD,TULARE,US,PU,PU,13/31,36.16108041,-119.33017016,36.15209708,-119.32296455,3901,75,ASPH,GOOD,NONE,,,,,,MED,NGS,12/2/2008 12:00:00 AM,12.5,,,,2.72248053079238E-06,0.02351377533644
787,7/11/2024 12:00:00 AM,02375.,A,CA,O81,TULELAKE MUNI,TULELAKE,US,PU,PU,11/29,41.89375083,-121.36574808,41.88754563,-121.35556463,3577,44,ASPH,FAIR,NONE,,,,,,MED,,,12.5,,,,1.5866289686528E-06,0.0241271562909896
788,7/11/2024 12:00:00 AM,02376.,A,CA,O15,TURLOCK MUNI,TURLOCK,US,PU,PU,12/30,37.48697394,-120.70090533,37.48107466,-120.69376216,2985,50,ASPH,FAIR,NONE,,,,,,NSTD,3RD PARTY SURVEY,11/5/2015 12:00:00 AM,12,,,,1.41258351504803E-06,0.0188413412364999
789,7/11/2024 12:00:00 AM,02379.2,A,CA,TNP,TWENTYNINE PALMS,TWENTYNINE PALMS,US,PU,PU,08/26,34.13434686,-115.95343816,34.13443838,-115.93516488,5531,75,ASPH,FAIR,NONE,,,,,,MED,NGS,2/5/2009 12:00:00 AM,,,,,3.76593675355252E-06,0.0369591927017733
790,7/11/2024 12:00:00 AM,02379.2,A,CA,TNP,TWENTYNINE PALMS,TWENTYNINE PALMS,US,PU,PU,17/35,34.1327383,-115.94801405,34.12230502,-115.9480463,3797,50,ASPH,FAIR,NONE,,,,,,MED,NGS,2/5/2009 12:00:00 AM,,,,,1.7236850453628E-06,0.0211970799258166
791,7/11/2024 12:00:00 AM,02380.01,A,CA,NXP,TWENTYNINE PALMS SELF,TWENTYNINE PALMS,US,MN,PR,10/28,34.30028916,-116.17437111,34.29193166,-116.14981916,8015,150,PSP,,NONE,,,,,,HIGH,MILITARY,4/1/2005 12:00:00 AM,80,180,320,850,1.09374434487108E-05,0.0527215562060564
792,7/11/2024 12:00:00 AM,02383.,A,CA,UKI,UKIAH MUNI,UKIAH,US,PU,PU,15/33,39.13189833,-123.20243611,39.12000683,-123.19928311,4423,150,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,11/23/1997 12:00:00 AM,28,,,,6.42000395600917E-06,0.0256537184197319
793,7/11/2024 12:00:00 AM,02385.,A,CA,CCB,CABLE,UPLAND,US,PR,PU,06/24,34.109719,-117.69334961,34.11349952,-117.68142686,3863,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,9/25/2022 12:00:00 AM,20,,,,2.62960179497895E-06,0.0254391997917662
794,7/11/2024 12:00:00 AM,02387.,A,CA,1Q5,GRAVELLY VALLEY,UPPER LAKE,US,PU,PU,01/19,39.44594722,-122.95831111,39.45546944,-122.9509,4050,200,GRAVEL,GOOD,NONE,,,,,,,,,12.5,,,,7.87646786193363E-06,0.0254716542659992
795,7/11/2024 12:00:00 AM,02389.1,A,CA,VCB,NUT TREE,VACAVILLE,US,PU,PU,02/20,38.37286797,-121.96575313,38.38360086,-121.9566488,4700,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,7/7/2015 12:00:00 AM,30,,,,3.37636220137938E-06,0.0286400383488561
796,7/11/2024 12:00:00 AM,02396.,A,CA,VNY,VAN NUYS,VAN NUYS,US,PU,PU,16L/34R,34.2189965,-118.49000361,34.20800527,-118.48896513,4013,75,ASPH,GOOD,NONE,,,,,,MED,NGS,11/29/2011 12:00:00 AM,14,,,,2.73493128588598E-06,0.0225760232565988
797,7/11/2024 12:00:00 AM,02396.,A,CA,VNY,VAN NUYS,VAN NUYS,US,PU,PU,16R/34L,34.21891038,-118.49123997,34.19699416,-118.48916883,8001,150,ASPH,GOOD,NONE,,,,,,HIGH,NGS,11/29/2011 12:00:00 AM,90,120,210,,1.09060854356358E-05,0.0450189906569972
798,7/11/2024 12:00:00 AM,02407.,A,CA,VCV,SOUTHERN CALIFORNIA LOGISTICS,VICTORVILLE,US,PU,PU,03/21,34.58270797,-117.38775358,34.60060486,-117.36646605,9138,150,ASPH-CONC,GOOD,NONE,76,F,B,X,T,HIGH,3RD PARTY SURVEY,5/24/2022 12:00:00 AM,,,,,1.25110814224172E-05,0.0565382097558089
799,7/11/2024 12:00:00 AM,02407.,A,CA,VCV,SOUTHERN CALIFORNIA LOGISTICS,VICTORVILLE,US,PU,PU,17/35,34.61616236,-117.38673088,34.58030788,-117.38636763,13052,150,ASPH-CONC,GOOD,GRVD,68,F,A,W,T,HIGH,3RD PARTY SURVEY,5/24/2022 12:00:00 AM,60,200,400,850,1.78708260136773E-05,0.0727094480548593
800,7/11/2024 12:00:00 AM,02413.,A,CA,VIS,VISALIA MUNI,VISALIA,US,PU,PU,12/30,36.32498811,-119.40076219,36.31228697,-119.38496066,6562,150,ASPH,GOOD,PFC,,,,,,HIGH,3RD PARTY SURVEY,11/4/2021 12:00:00 AM,60,100,160,,9.17630495678168E-06,0.041472237318773
801,7/11/2024 12:00:00 AM,02414.,A,CA,D86,SEQUOIA FLD,VISALIA,US,PU,PU,13/31,36.45121666,-119.3218,36.44460277,-119.31564166,3012,60,ASPH,FAIR,NONE,,,,,,LOW,,,30,50,,,1.68830001712195E-06,0.0184556674630687
802,7/11/2024 12:00:00 AM,02420.,G,CA,CL35,WARNER SPRINGS,WARNER SPRINGS,US,PR,PR,08/26,33.28433888,-116.67537777,33.28466666,-116.66393611,3500,70,ASPH,,NONE,,,,,,,OWNER,9/13/2013 12:00:00 AM,,,,,2.20235028791649E-06,0.0232775485945014
803,7/11/2024 12:00:00 AM,02422.,A,CA,L19,WASCO-KERN COUNTY,WASCO,US,PU,PU,12/30,35.62316827,-119.35772652,35.61656438,-119.34973122,3380,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,4/7/2010 12:00:00 AM,6,,,,1.8745436136669E-06,0.0211089185402162
804,7/11/2024 12:00:00 AM,02429.,A,CA,WVI,WATSONVILLE MUNI,WATSONVILLE,US,PU,PU,02/20,36.92903461,-121.79580077,36.93948227,-121.78756483,4502,149,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,8/27/2020 12:00:00 AM,81,96,167,,6.30285694569466E-06,0.0275734286554106
805,7/11/2024 12:00:00 AM,02429.,A,CA,WVI,WATSONVILLE MUNI,WATSONVILLE,US,PU,PU,09/27,36.9383288,-121.79407386,36.93645441,-121.78059469,3998,98,ASPH,FAIR,NONE,,,,,,,3RD PARTY SURVEY,8/27/2020 12:00:00 AM,45,65,,,3.68209339285386E-06,0.0277603734253691
806,7/11/2024 12:00:00 AM,02431.1,A,CA,O54,LONNIE POOL FLD/WEAVERVILLE,WEAVERVILLE,US,PU,PU,18/36,40.75143333,-122.92083611,40.74301666,-122.92389444,3181,50,ASPH,FAIR,NONE,,,,,,,,,5,,,,1.57571503223153E-06,0.0182656509819839
807,7/11/2024 12:00:00 AM,02434.,A,CA,O46,WEED,WEED,US,PU,PU,14/32,41.487149,-122.45795708,41.47443875,-122.45110461,5000,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,9/17/2010 12:00:00 AM,12,,,,3.00311421597144E-06,0.0293038117873891
808,7/11/2024 12:00:00 AM,02455.1,A,CA,O28,ELLS FLD/WILLITS MUNI,WILLITS,US,PU,PU,16/34,39.45502897,-123.37272672,39.44762883,-123.37193486,2705,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,4/28/2021 12:00:00 AM,30,,,,1.97213603314594E-06,0.0154152228267692
809,7/11/2024 12:00:00 AM,02461.,A,CA,WLW,WILLOWS/GLENN COUNTY,WILLOWS,US,PU,PU,13/31,39.51979433,-122.21847336,39.51127563,-122.21077511,3788,60,ASPH,GOOD,NONE,,,,,,,NGS,9/18/2008 12:00:00 AM,12,,,,2.21133313971222E-06,0.0233599307912397
810,7/11/2024 12:00:00 AM,02461.,A,CA,WLW,WILLOWS/GLENN COUNTY,WILLOWS,US,PU,PU,16/34,39.52161797,-122.21993883,39.51029955,-122.2194813,4125,100,ASPH,GOOD,NONE,,,,,,MED,NGS,9/18/2008 12:00:00 AM,38,53,,,4.01372972191893E-06,0.0233640794877274
811,7/11/2024 12:00:00 AM,02467.,A,CA,O41,WATTS-WOODLAND,WOODLAND,US,PR,PU,18/36,38.67874722,-121.86992222,38.66899944,-121.87425444,3759,60,ASPH,FAIR,NONE,,,,,,MED,,,12,,,,2.16928901863866E-06,0.0217456735629579
812,7/11/2024 12:00:00 AM,02467.26,A,CA,97CA,ZAMORA,WOODLAND,US,PR,PR,16/34,38.80294444,-121.83061944,38.79553611,-121.83074722,2700,40,CONC,EXCELLENT,NONE,,,,,,,OWNER,1/11/2018 12:00:00 AM,,,,,1.03982938526315E-06,0.0150995472628339
813,7/11/2024 12:00:00 AM,02494.,A,CA,O52,SUTTER COUNTY,YUBA CITY,US,PU,PU,17/35,39.12781769,-121.6046745,39.11952644,-121.60606002,3045,75,ASPH,GOOD,NONE,,,,,,MED,NGS,8/3/2002 12:00:00 AM,,,,,2.21030859393068E-06,0.0173394053964956
814,7/11/2024 12:00:00 AM,02496.1,A,CA,L22,YUCCA VALLEY,YUCCA VALLEY,US,PU,PU,06/24,34.12772777,-116.41365,34.13192222,-116.40014166,4363,60,ASPH,FAIR,NONE,,,,,,MED,STATE,1/10/2014 12:00:00 AM,12.5,,,,2.37729432228662E-06,0.0286277439342682
815,7/11/2024 12:00:00 AM,02503.,A,CO,AKO,COLORADO PLAINS RGNL,AKRON,US,PU,PU,11/29,40.18033608,-103.23294608,40.17092752,-103.21110825,7001,100,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,7/11/2017 12:00:00 AM,65,85,125,,6.8753238338104E-06,0.0481500446653368
816,7/11/2024 12:00:00 AM,02510.,A,CO,ALS,SAN LUIS VALLEY RGNL/BERGMAN FLD,ALAMOSA,US,PU,PU,02/20,37.42518127,-105.87559836,37.44506827,-105.86015022,8521,100,ASPH,GOOD,GRVD,44,F,C,X,T,HIGH,3RD PARTY SURVEY,9/12/2016 12:00:00 AM,52,70,,,8.05660738478764E-06,0.0510172854989812
817,7/11/2024 12:00:00 AM,02517.,A,CO,ASE,ASPEN-PITKIN COUNTY/SARDY FLD,ASPEN,US,PU,PU,15/33,39.23217577,-106.87314819,39.21158044,-106.86332011,8006,100,ASPH,GOOD,GRVD,,,,,,MED,3RD PARTY SURVEY,9/17/2022 12:00:00 AM,80,100,160,,7.75398575569852E-06,0.0463291142449158
818,7/11/2024 12:00:00 AM,02517.41,A,CO,BKF,BUCKLEY SPACE FORCE BASE,AURORA,US,MA,PR,14/32,39.71498055,-104.76143333,39.68854166,-104.74251111,11006,150,PEM,,NONE,40,R,B,W,T,HIGH,FAA,5/18/2011 12:00:00 AM,,,,,1.61047569235961E-05,0.0660396849712847
819,7/11/2024 12:00:00 AM,02521.,A,CO,05V,BLANCA,BLANCA,US,PU,PU,03/21,37.40483611,-105.55971666,37.41751944,-105.54568055,6160,52,DIRT,GOOD,NONE,,,,,,,FAA-EST,2/13/2004 12:00:00 AM,,,,,3.02886314784701E-06,0.0381637005706912
820,7/11/2024 12:00:00 AM,02522.,A,CO,BDU,BOULDER MUNI,BOULDER,US,PU,PU,08/26,40.03908888,-105.23346666,40.03909444,-105.21881944,4100,75,ASPH,GOOD,NONE,11,F,C,X,U,MED,,,16,,,,3.01558702631155E-06,0.02970620435991
821,7/11/2024 12:00:00 AM,02522.,A,CO,BDU,BOULDER MUNI,BOULDER,US,PU,PU,08G/26G,40.03963888,-105.23335833,40.03963888,-105.21871388,4100,20,ASPH-TURF,FAIR,NONE,,,,,,,,,,,,,8.04004685051041E-07,0.0293987044664047
822,7/11/2024 12:00:00 AM,02528.1,A,CO,7V5,BRUSH MUNI,BRUSH,US,PU,PU,07/25,40.26366111,-103.5833,40.26504722,-103.56799444,4300,60,ASPH,FAIR,NONE,,,,,,NSTD,,,6,,,,2.53834741670289E-06,0.0310673834017114
823,7/11/2024 12:00:00 AM,02530.1,A,CO,AEJ,CENTRAL COLORADO RGNL,BUENA VISTA,US,PU,PU,15/33,38.82495766,-106.12540241,38.80343313,-106.1158385,8303,75,ASPH,GOOD,NONE,12,F,B,X,U,MED,3RD PARTY SURVEY,5/23/2012 12:00:00 AM,30,30,,,5.99792656430509E-06,0.0476225575353272
824,7/11/2024 12:00:00 AM,02531.01,A,CO,ITR,KIT CARSON COUNTY,BURLINGTON,US,PU,PU,15/33,39.24921208,-102.28853186,39.23581008,-102.2822235,5199,75,ASPH,GOOD,NONE,,,,,,MED,,,17,17,,,3.77907826987212E-06,0.0301420042119
825,7/11/2024 12:00:00 AM,02531.75,A,CO,5V4,CALHAN,CALHAN,US,PR,PU,17/35,39.05457741,-104.29293025,39.04204125,-104.29306338,4565,50,TURF-GRVL,GOOD,NONE,,,,,,NSTD,,,,,,,2.20703850573045E-06,0.0254258241234395
826,7/11/2024 12:00:00 AM,02532.,A,CO,1V6,FREMONT COUNTY,CANON CITY,US,PU,PU,11/29,38.43353747,-105.11661275,38.42593372,-105.10044127,5399,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,6/11/2009 12:00:00 AM,26,26,,,3.8799230424047E-06,0.0361838479397171
827,7/11/2024 12:00:00 AM,02532.,A,CO,1V6,FREMONT COUNTY,CANON CITY,US,PU,PU,17/35,38.42750555,-105.10186666,38.42256388,-105.10180833,1800,35,TURF-GRVL,POOR,NONE,,,,,,,ADO,7/14/2014 12:00:00 AM,,,,,6.03731450610212E-07,0.0101283576525447
828,7/11/2024 12:00:00 AM,02538.3,A,CO,1V8,LEACH,CENTER,US,PU,PU,12/30,37.79178888,-106.05536944,37.778025,-106.03845277,7000,50,ASPH,FAIR,NONE,,,,,,LOW,,,12,,,,3.32651802636974E-06,0.0439305845486672
829,7/11/2024 12:00:00 AM,02541.52,A,CO,CO49,GREENHORN STRIP,COLORADO CITY,US,PR,PR,09/27,37.98156111,-104.85723333,37.98149444,-104.847775,2726,30,DIRT,FAIR,NONE,,,,,,,OWNER,11/16/2020 12:00:00 AM,,,,,7.79222318669781E-07,0.0190818971852142
830,7/11/2024 12:00:00 AM,02543.,A,CO,COS,CITY OF COLORADO SPRINGS MUNI,COLORADO SPRINGS,US,PU,PU,13/31,38.82315575,-104.71535466,38.80708177,-104.69486983,8270,150,ASPH,GOOD,GRVD,48,F,C,X,T,MED,3RD PARTY SURVEY,10/2/2021 12:00:00 AM,120,171,279,691,1.19488854579686E-05,0.0530224787447172
831,7/11/2024 12:00:00 AM,02543.,A,CO,COS,CITY OF COLORADO SPRINGS MUNI,COLORADO SPRINGS,US,PU,PU,17L/35R,38.81608688,-104.68573369,38.77903091,-104.68579766,13500,150,CONC,GOOD,GRVD,95,R,B,W,T,HIGH,3RD PARTY SURVEY,10/2/2021 12:00:00 AM,120,250,550,1120,1.95021507352067E-05,0.0751646259419682
832,7/11/2024 12:00:00 AM,02543.,A,CO,COS,CITY OF COLORADO SPRINGS MUNI,COLORADO SPRINGS,US,PU,PU,17R/35L,38.82407533,-104.71589466,38.79382447,-104.71593411,11022,150,ASPH,GOOD,GRVD,99,F,B,X,T,HIGH,3RD PARTY SURVEY,10/2/2021 12:00:00 AM,120,250,550,1120,1.59232249643537E-05,0.0615545150397122
833,7/11/2024 12:00:00 AM,02544.,A,CO,FLY,MEADOW LAKE,COLORADO SPRINGS,US,PR,PU,08/26,38.94594088,-104.57047763,38.94583652,-104.56300722,2126,35,ASPH-GRVL,FAIR,NONE,,,,,,,3RD PARTY SURVEY,7/23/2020 12:00:00 AM,,,,,7.17988314136164E-07,0.0151344887883903
834,7/11/2024 12:00:00 AM,02544.,A,CO,FLY,MEADOW LAKE,COLORADO SPRINGS,US,PR,PU,15/33,38.9534703,-104.57461316,38.93794997,-104.56756013,6001,60,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,7/23/2020 12:00:00 AM,12.5,,,,3.47409968526335E-06,0.0345081012090592
835,7/11/2024 12:00:00 AM,02544.,A,CO,FLY,MEADOW LAKE,COLORADO SPRINGS,US,PR,PU,16/34,38.94438325,-104.57277202,38.9314485,-104.56689163,5001,200,TURF,FAIR,NONE,,,,,,,3RD PARTY SURVEY,7/23/2020 12:00:00 AM,,,,,9.65064691627049E-06,0.0297925255350644
836,7/11/2024 12:00:00 AM,02545.,A,CO,AFF,DAVIS FLD (USAF ACADEMY FLD),COLORADO SPRINGS,US,MA,PR,08/26,38.97601111,-104.82201944,38.97531666,-104.81329444,2493,75,ASPH,GOOD,NONE,21,F,B,W,T,,MILITARY,9/5/2023 12:00:00 AM,,,,,1.80595975507458E-06,0.0179183824511447
837,7/11/2024 12:00:00 AM,02545.,A,CO,AFF,DAVIS FLD (USAF ACADEMY FLD),COLORADO SPRINGS,US,MA,PR,16C/34C,38.97858055,-104.82253333,38.96642777,-104.81966944,4501,75,ASPH,GOOD,NONE,22,F,A,W,T,,MILITARY,9/5/2023 12:00:00 AM,,,,,3.25957557834045E-06,0.0254955344557401
838,7/11/2024 12:00:00 AM,02545.,A,CO,AFF,DAVIS FLD (USAF ACADEMY FLD),COLORADO SPRINGS,US,MA,PR,16L/34R,38.97893611,-104.81905277,38.96945277,-104.81680555,3513,75,ASPH,GOOD,NONE,24,F,B,W,T,,MILITARY,9/5/2023 12:00:00 AM,,,,,2.54411634159624E-06,0.0200160918227731
839,7/11/2024 12:00:00 AM,02545.,A,CO,AFF,DAVIS FLD (USAF ACADEMY FLD),COLORADO SPRINGS,US,MA,PR,16R/34L,38.97846388,-104.82341666,38.96631944,-104.82052777,4500,40,ASPH,,NONE,24,F,B,W,T,,OWNER,5/30/2008 12:00:00 AM,,,,,1.73777903000882E-06,0.0252461621668141
840,7/11/2024 12:00:00 AM,02546.1,A,CO,CEZ,CORTEZ MUNI,CORTEZ,US,PU,PU,03/21,37.29559866,-108.63625336,37.31040588,-108.61983361,7205,100,ASPH,GOOD,PFC,,,,,,MED,3RD PARTY SURVEY,6/7/2021 12:00:00 AM,40,56,,,6.80075527270674E-06,0.0448509704445098
841,7/11/2024 12:00:00 AM,02549.,A,CO,CAG,CRAIG-MOFFAT,CRAIG,US,PU,PU,07/25,40.49427355,-107.53166336,40.49614938,-107.51166308,5606,100,ASPH,FAIR,NONE,12,F,D,X,T,MED,3RD PARTY SURVEY,12/2/2009 12:00:00 AM,35,40,,,5.53107111045392E-06,0.04072799464669
842,7/11/2024 12:00:00 AM,02549.8,A,CO,99V,CRAWFORD,CRAWFORD,US,PR,PU,07/25,38.70265555,-107.65579722,38.70458333,-107.6388,4900,20,ASPH,FAIR,NONE,,,,,,LOW,STATE,8/23/2002 12:00:00 AM,,,,,9.43112354434561E-07,0.0343229192424845
843,7/11/2024 12:00:00 AM,02550.,A,CO,C24,MINERAL COUNTY MEML,CREEDE,US,PU,PU,07/25,37.821025,-106.94171111,37.82329722,-106.91805833,6880,60,ASPH,FAIR,NONE,,,,,,,,,12.5,,,,3.92568813367689E-06,0.0478542761581158
844,7/11/2024 12:00:00 AM,02558.,A,CO,RCV,ASTRONAUT KENT ROMINGER,DEL NORTE,US,PU,PU,03/21,37.71112713,-106.35616266,37.72156236,-106.34596733,4812,60,TURF,POOR,NONE,,,,,,,3RD PARTY SURVEY,9/25/2013 12:00:00 AM,,,,,2.73987870968995E-06,0.0295629846343677
845,7/11/2024 12:00:00 AM,02558.,A,CO,RCV,ASTRONAUT KENT ROMINGER,DEL NORTE,US,PU,PU,06/24,37.70856291,-106.36243158,37.71493158,-106.34312194,6051,75,ASPH,GOOD,NONE,,,,,,MED,STATE,9/25/2013 12:00:00 AM,,,,,4.30618774771574E-06,0.041094830509142
846,7/11/2024 12:00:00 AM,02564.1,A,CO,AJZ,BLAKE FLD,DELTA,US,PU,PU,03/21,38.78067602,-108.07015294,38.79214936,-108.05709436,5598,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2/2/2020 12:00:00 AM,30,30,,,4.0427203202853E-06,0.0352447212484027
847,7/11/2024 12:00:00 AM,02564.1,A,CO,AJZ,BLAKE FLD,DELTA,US,PU,PU,14/32,38.78673111,-108.06063333,38.78084305,-108.05616666,2494,60,DIRT,GOOD,NONE,,,,,,,3RD PARTY SURVEY,3/12/2019 12:00:00 AM,,,,,1.44128489409923E-06,0.0151802540465646
848,7/11/2024 12:00:00 AM,02564.21,A,CO,D17,WESTWINDS,DELTA,US,PR,PU,04/22,38.755325,-108.15236944,38.76155,-108.14038611,4100,40,ASPH,FAIR,NONE,,,,,,,STATE,7/13/2003 12:00:00 AM,,,,,1.57941030920483E-06,0.0272473712344929
849,7/11/2024 12:00:00 AM,02564.21,A,CO,D17,WESTWINDS,DELTA,US,PR,PU,13/31,38.76081111,-108.15463333,38.75619444,-108.15083055,2000,70,GRVL-DIRT,FAIR,NONE,,,,,,,STATE,7/13/2003 12:00:00 AM,,,,,1.34849187816144E-06,0.0124245950088734
